 ,Area,Mean,Min,Max,Perim.
1,812.571,254.997,0,255,229.542
2,540.690,254.997,0,255,139.916
3,528.909,255.000,255,255,140.376
4,756.017,254.995,0,255,161.361
5,281.651,255.000,255,255,101.301
6,145.296,255.000,255,255,71.628
7,790.649,254.998,0,255,180.050
